X1,X2,Y
1.2469993332567846,5.2436370640539955,0.0
-1.37986664623344,6.002553024423982,0.0
1.1387654820771207,5.558536350372005,0.0
1.574718265187149,4.211948477126155,0.0
4.121265014194746,5.009128167586818,0.0
-0.18292015690198404,1.0552285394364782,0.0
1.7892793817595474,4.8662789084238005,0.0
0.4094610396385314,2.4893179937039225,0.0
3.6318872054237428,5.413023778901971,0.0
0.43903095978583506,4.957238797907051,0.0
1.5725970300928385,4.717931210574926,0.0
3.0004636527942403,2.974418882992648,0.0
0.908933262162642,2.549687937084395,0.0
-0.3290190414235785,7.268704911058721,0.0
3.1040632708522464,6.089345960143856,0.0
-0.16016349582215472,5.429364905680889,0.0
2.140000649804638,4.300980729915328,0.0
1.6445343764090388,3.6957540436899716,0.0
4.822827288648474,4.880504022363223,0.0
-0.8005855940176083,4.731051674928148,0.0
1.098373758388287,6.480975482376341,0.0
3.1724839230914332,9.764672023491766,0.0
1.7156880925567561,5.380518041150169,0.0
-0.2795997802556984,6.085309359566692,0.0
-0.5011024322003523,5.667060729473095,0.0
1.8893655739431696,5.47083801340575,0.0
5.400724406403738,2.892868933800169,0.0
2.3082502822128816,4.037176254110782,0.0
2.455140691804496,4.255129222297301,0.0
0.3562360668246387,5.847942859236287,0.0
2.4633512745929123,6.127615109418569,0.0
3.01232887977493,6.024760932874949,0.0
4.453136470355707,3.9307878355658348,0.0
2.624438709137592,5.379064515959135,0.0
0.9301708884981477,5.126384040476729,0.0
4.565958547379676,2.790050557490457,0.0
2.9782949701331334,4.672263696413222,0.0
0.7395636274454302,6.605418789449974,0.0
0.9474587818791504,3.275590364806079,0.0
2.3536290548859435,3.338862481769111,0.0
1.2857510899431144,6.912894366098956,0.0
1.78126846068048,3.809463201629126,0.0
1.0135132980221164,5.052923007129434,0.0
2.748184362922953,4.7945799872177375,0.0
4.214523855764352,5.8142645318397825,0.0
3.1136151710604354,3.8691261993671273,0.0
1.3787036013634966,5.138516966299626,0.0
0.9101830466351084,5.283034769718388,0.0
4.814086631247208,5.3665052628476015,0.0
2.7142713000872467,5.537990951758632,0.0
3.073111856016123,7.750599145249453,0.0
4.5878802698733825,4.2045386404127925,0.0
4.37567157920521,6.233988095284569,0.0
1.3050713563479177,4.999893729759845,0.0
-0.029564998858366387,3.7621046164540024,0.0
1.5861989277624173,5.872010630558656,0.0
0.565481544960803,5.296864939276516,0.0
5.285234066512498,4.095645246440078,0.0
2.4136851488855076,4.861056894648542,0.0
2.2751353882035836,5.476463188484075,0.0
1.183468454524167,4.907563255625473,0.0
1.7570509593661388,3.240758239933963,0.0
2.350336247535266,6.049643563207312,0.0
1.585789121828932,7.276453489519401,0.0
1.7458062013403628,5.417956177351443,0.0
-1.120715078381711,4.917158205114314,0.0
1.0714734675060367,4.035202037518101,0.0
2.992286606854963,5.967553501697024,0.0
2.34193179793447,6.105403525379967,0.0
2.841236584978179,3.656892593393094,0.0
1.7750863740020468,4.155019980126791,0.0
2.93275088514062,5.802252445998518,0.0
3.171419879091329,4.2115906713314235,0.0
0.8703289767283862,6.976715601905127,0.0
0.4557581982563579,3.931141636773417,0.0
2.598683030149184,3.8605430725281056,0.0
0.6436213165753075,4.284696562263754,0.0
0.6456034020794976,7.378359938975645,0.0
0.6260114914613586,3.117518618964258,0.0
0.837580687188435,6.132630309140216,0.0
1.6838368490000712,4.436019362815242,0.0
1.7829643234778327,6.705478514131908,0.0
-0.7224724879762827,6.659485130526666,0.0
-0.759242368644959,4.252148715923642,0.0
3.0237938318241824,3.0677132460554812,0.0
4.420284652805757,4.515060947387682,0.0
3.041830120389662,4.258057326950292,0.0
1.1140357322631844,3.9992124808982465,0.0
2.894060080048479,6.41684502619547,0.0
6.519924638302251,3.2472497254709545,0.0
0.6137860106885631,5.43373704645771,0.0
2.2831097849111996,5.250299831334121,0.0
0.21762382272970449,6.031484911632571,0.0
1.9650892400586306,4.045537792984666,0.0
2.7073111519241118,5.564524007430789,0.0
-0.7973626035121213,7.186459887030254,0.0
-1.5301141503657836,4.662369819154116,0.0
3.379625613283385,2.724929382107265,0.0
1.4771256529319108,5.724416992788719,0.0
2.907926893615959,5.50404611883579,0.0
2.4091327570256413,4.342648591671282,0.0
3.3686458418009235,5.921571592378752,0.0
2.5657550623810614,4.342347014845953,0.0
2.712892708960136,6.281015103751589,0.0
1.2595956868184448,4.239545325950424,0.0
2.243900990257809,4.3433925106296325,0.0
5.17436737689548,4.2821463575990215,0.0
1.9090908874454866,4.74636514978572,0.0
4.74489920224463,3.537665323499292,0.0
2.057501656236226,6.792965177194193,0.0
3.6041179882227485,6.959047790532852,0.0
4.495019793288635,2.593838690057855,0.0
0.2632939986291374,4.3783731996863136,0.0
1.9764267765109584,4.951881735699217,0.0
1.2749389388003827,4.582777579144835,0.0
2.4569991429917946,4.599265815734485,0.0
1.1066550492467884,6.952864283814672,0.0
2.502473453084609,7.366535430813007,0.0
0.5548192021978366,3.8193145637762287,0.0
1.9517282686994273,4.737404253261449,0.0
0.5245982369972755,3.3673809826870613,0.0
2.5856989855451777,5.577834416074895,0.0
5.341262393660287,3.4515152120579824,0.0
4.233581942725117,4.887868549661633,0.0
0.6960753866275642,5.517782018678634,0.0
0.12839457492422834,4.469911808302922,0.0
0.1604098189610994,4.126071038640157,0.0
1.1919136974432878,5.58070250926219,0.0
2.9523380210640076,3.1755000818466748,0.0
3.2839616451431444,5.094716365472138,0.0
1.6056110436797306,5.985059752458211,0.0
4.214882407435923,5.569955777584092,0.0
2.339938189758206,4.889300159515091,0.0
0.9341888216993659,4.56641881882888,0.0
1.151861025919338,4.037642850944074,0.0
3.5685525895775507,4.45880361338457,0.0
3.3291156721409068,3.8026079240646773,0.0
3.6095292824235257,5.08883739921481,0.0
1.4512740006065261,5.232642824354781,0.0
1.894573081113362,5.384433177862185,0.0
0.997214095589545,3.5433681072151195,0.0
2.436881006163917,4.921099136396408,0.0
2.1154990254249797,3.0906680403341573,0.0
3.6952994005173743,4.255188670571057,0.0
1.7619260740754448,2.871736356087753,0.0
2.4613036240446267,4.581713818411441,0.0
2.0943898778212002,5.067198065051037,0.0
1.5554008181318149,6.265948606289854,0.0
-0.9644941160011125,4.27422775319247,0.0
2.654354952565051,3.6751792948325788,0.0
0.366020071012082,5.656784486027716,0.0
0.5824953869647187,3.384000828099236,0.0
1.6364833515166974,6.016061095263757,0.0
2.96973350568312,3.2365771384440656,0.0
2.3447419779993344,6.30837366671778,0.0
1.7774824467387722,4.716713757640058,0.0
2.2948239215295345,7.457051451078314,0.0
-1.4931371118922923,4.841326913919151,0.0
5.110820691275271,4.723088288863629,0.0
